Idade,Renda_Media,Ano,Trimestre
32,1549.2518518518518,2021,3
33,1631.5190839694656,2021,3
34,1377.8958333333333,2021,3
35,1548.3546511627908,2021,3
36,1424.689024390244,2021,3
37,1512.8479532163742,2021,3
38,1441.1146496815286,2021,3
39,1655.1688311688313,2021,3
40,1726.2659574468084,2021,3
41,1992.5960264900664,2021,3
42,1526.7962962962963,2021,3
43,2166.176470588235,2021,3
44,2012.3051948051948,2021,3
45,1686.081081081081,2021,3
46,1496.272,2021,3
47,1818.1338028169012,2021,3
48,1873.0289855072465,2021,3
49,1526.3649635036495,2021,3
50,1745.715384615385,2021,3
51,1532.218045112782,2021,3
52,1410.7272727272727,2021,3
53,2065.5858585858587,2021,3
54,1320.04,2021,3
55,2121.81,2021,3
56,1908.5882352941176,2021,3
57,1481.9736842105262,2021,3
58,1765.0,2021,3
59,2197.5882352941176,2021,3
60,1746.7441860465117,2021,3
61,1285.34,2021,3
62,3510.508474576271,2021,3
63,2427.1428571428573,2021,3
64,3767.307692307693,2021,3
65,1576.5625,2021,3
66,3757.142857142857,2021,3
67,1281.1304347826087,2021,3
68,3002.6666666666665,2021,3
69,1514.076923076923,2021,3
70,1955.555555555556,2021,3
71,1575.0,2021,3
72,4514.285714285715,2021,3
73,1225.0,2021,3
74,2150.0,2021,3
75,1100.0,2021,3
76,2500.0,2021,3
77,550.0,2021,3
78,4100.0,2021,3
