Horas_Semanais,Renda_Total,Ano,Trimestre
57.0,1212.0,2022,2
59.0,1500.0,2022,2
60.0,485819.0,2022,2
62.0,3200.0,2022,2
63.0,10000.0,2022,2
64.0,33900.0,2022,2
65.0,10450.0,2022,2
66.0,16962.0,2022,2
67.0,1212.0,2022,2
69.0,1200.0,2022,2
70.0,69748.0,2022,2
71.0,5200.0,2022,2
72.0,24584.0,2022,2
73.0,1212.0,2022,2
75.0,3712.0,2022,2
77.0,7761.0,2022,2
78.0,1000.0,2022,2
80.0,3640.0,2022,2
82.0,5000.0,2022,2
84.0,48812.0,2022,2
86.0,1000.0,2022,2
90.0,8000.0,2022,2
98.0,3912.0,2022,2
1.0,870.0,2022,3
2.0,2086.0,2022,3
3.0,2962.0,2022,3
4.0,3875.0,2022,3
5.0,16742.0,2022,3
6.0,23715.0,2022,3
7.0,1489.0,2022,3
8.0,26795.0,2022,3
9.0,3720.0,2022,3
10.0,43154.0,2022,3
11.0,889.0,2022,3
12.0,29365.0,2022,3
14.0,12860.0,2022,3
15.0,26709.0,2022,3
16.0,51015.0,2022,3
17.0,480.0,2022,3
18.0,48412.0,2022,3
20.0,344041.0,2022,3
21.0,6952.0,2022,3
22.0,4806.0,2022,3
23.0,500.0,2022,3
24.0,155422.0,2022,3
25.0,132425.0,2022,3
26.0,3217.0,2022,3
27.0,3890.0,2022,3
28.0,16251.0,2022,3
30.0,809649.0,2022,3
31.0,2500.0,2022,3
32.0,72412.0,2022,3
33.0,5042.0,2022,3
34.0,2212.0,2022,3
35.0,92171.0,2022,3
36.0,332830.0,2022,3
37.0,1200.0,2022,3
38.0,6724.0,2022,3
39.0,3521.0,2022,3
40.0,4104303.0,2022,3
41.0,1850.0,2022,3
42.0,65064.0,2022,3
43.0,1212.0,2022,3
44.0,2037627.0,2022,3
45.0,278801.0,2022,3
46.0,35596.0,2022,3
47.0,2424.0,2022,3
48.0,871260.0,2022,3
49.0,11592.0,2022,3
50.0,570484.0,2022,3
51.0,1200.0,2022,3
52.0,13360.0,2022,3
53.0,1300.0,2022,3
54.0,57742.0,2022,3
55.0,83125.0,2022,3
56.0,82027.0,2022,3
58.0,4524.0,2022,3
60.0,396573.0,2022,3
61.0,1500.0,2022,3
62.0,1500.0,2022,3
63.0,2000.0,2022,3
64.0,180.0,2022,3
65.0,3712.0,2022,3
66.0,6324.0,2022,3
68.0,200.0,2022,3
69.0,500.0,2022,3
70.0,94932.0,2022,3
72.0,38466.0,2022,3
74.0,900.0,2022,3
75.0,11512.0,2022,3
76.0,1500.0,2022,3
77.0,2862.0,2022,3
78.0,2812.0,2022,3
80.0,11250.0,2022,3
84.0,22142.0,2022,3
90.0,4200.0,2022,3
95.0,1212.0,2022,3
96.0,8400.0,2022,3
97.0,2000.0,2022,3
98.0,2012.0,2022,3
1.0,280.0,2022,4
2.0,2612.0,2022,4
3.0,3304.0,2022,4
4.0,7992.0,2022,4
5.0,3602.0,2022,4
6.0,6957.0,2022,4
7.0,0.0,2022,4
8.0,20274.0,2022,4
9.0,9900.0,2022,4
10.0,28650.0,2022,4
11.0,1120.0,2022,4
12.0,32960.0,2022,4
13.0,850.0,2022,4
14.0,7090.0,2022,4
15.0,38834.0,2022,4
16.0,49026.0,2022,4
17.0,550.0,2022,4
18.0,40941.0,2022,4
20.0,364983.0,2022,4
21.0,12957.0,2022,4
22.0,8120.0,2022,4
23.0,7600.0,2022,4
24.0,151040.0,2022,4
25.0,89132.0,2022,4
27.0,1300.0,2022,4
28.0,31475.0,2022,4
30.0,1110993.0,2022,4
31.0,2020.0,2022,4
32.0,44810.0,2022,4
33.0,978.0,2022,4
34.0,1212.0,2022,4
35.0,88302.0,2022,4
36.0,345619.0,2022,4
37.0,2424.0,2022,4
38.0,3212.0,2022,4
39.0,2350.0,2022,4
40.0,4830370.0,2022,4
41.0,2424.0,2022,4
42.0,53629.0,2022,4
43.0,4200.0,2022,4
44.0,2008452.0,2022,4
45.0,261632.0,2022,4
46.0,35304.0,2022,4
47.0,4400.0,2022,4
48.0,833094.0,2022,4
49.0,27716.0,2022,4
50.0,539161.0,2022,4
51.0,800.0,2022,4
52.0,11046.0,2022,4
53.0,800.0,2022,4
54.0,37689.0,2022,4
55.0,43148.0,2022,4
56.0,78764.0,2022,4
57.0,1212.0,2022,4
58.0,4858.0,2022,4
60.0,541284.0,2022,4
61.0,1212.0,2022,4
63.0,4850.0,2022,4
64.0,9300.0,2022,4
65.0,46136.0,2022,4
66.0,9916.0,2022,4
70.0,84751.0,2022,4
72.0,86676.0,2022,4
75.0,2212.0,2022,4
77.0,3224.0,2022,4
78.0,2424.0,2022,4
80.0,5774.0,2022,4
84.0,45236.0,2022,4
90.0,3100.0,2022,4
91.0,2200.0,2022,4
96.0,7900.0,2022,4
97.0,2000.0,2022,4
98.0,6000.0,2022,4
100.0,3000.0,2022,4
105.0,5912.0,2022,4
112.0,500.0,2022,4
120.0,30000.0,2022,4
1.0,1462.0,2023,1
2.0,625.0,2023,1
3.0,2150.0,2023,1
4.0,6920.0,2023,1
5.0,13185.0,2023,1
6.0,11980.0,2023,1
7.0,2080.0,2023,1
8.0,55963.0,2023,1
9.0,5390.0,2023,1
10.0,18400.0,2023,1
11.0,160.0,2023,1
12.0,33716.0,2023,1
13.0,1500.0,2023,1
14.0,1800.0,2023,1
15.0,43932.0,2023,1
16.0,54456.0,2023,1
18.0,29048.0,2023,1
20.0,313404.0,2023,1
21.0,7250.0,2023,1
22.0,6270.0,2023,1
23.0,3900.0,2023,1
24.0,124523.0,2023,1
25.0,127440.0,2023,1
26.0,3135.0,2023,1
27.0,4502.0,2023,1
28.0,26882.0,2023,1
30.0,1067426.0,2023,1
31.0,2370.0,2023,1
32.0,27160.0,2023,1
33.0,4402.0,2023,1
34.0,3600.0,2023,1
35.0,126800.0,2023,1
36.0,325485.0,2023,1
38.0,3902.0,2023,1
39.0,2980.0,2023,1
40.0,5096742.0,2023,1
41.0,2604.0,2023,1
42.0,52364.0,2023,1
43.0,1800.0,2023,1
44.0,2018005.0,2023,1
45.0,225906.0,2023,1
46.0,22001.0,2023,1
47.0,3400.0,2023,1
48.0,933407.0,2023,1
49.0,14388.0,2023,1
50.0,541808.0,2023,1
52.0,8964.0,2023,1
53.0,6328.0,2023,1
54.0,25928.0,2023,1
55.0,61444.0,2023,1
56.0,168225.0,2023,1
58.0,2000.0,2023,1
60.0,333551.0,2023,1
62.0,2200.0,2023,1
63.0,5500.0,2023,1
64.0,1302.0,2023,1
65.0,104202.0,2023,1
66.0,18014.0,2023,1
68.0,1400.0,2023,1
70.0,26276.0,2023,1
71.0,800.0,2023,1
72.0,67842.0,2023,1
75.0,2604.0,2023,1
78.0,6416.0,2023,1
80.0,10050.0,2023,1
84.0,17804.0,2023,1
90.0,3800.0,2023,1
91.0,2050.0,2023,1
96.0,1500.0,2023,1
98.0,6400.0,2023,1
119.0,2000.0,2023,1
1.0,1330.0,2023,2
2.0,1210.0,2023,2
3.0,530.0,2023,2
4.0,7500.0,2023,2
5.0,4112.0,2023,2
6.0,13895.0,2023,2
7.0,1210.0,2023,2
8.0,67180.0,2023,2
9.0,1300.0,2023,2
10.0,62722.0,2023,2
12.0,20250.0,2023,2
14.0,22630.0,2023,2
15.0,19800.0,2023,2
16.0,54552.0,2023,2
18.0,37700.0,2023,2
20.0,400835.0,2023,2
21.0,5675.0,2023,2
22.0,6410.0,2023,2
24.0,153796.0,2023,2
25.0,110473.0,2023,2
26.0,1600.0,2023,2
27.0,1200.0,2023,2
28.0,32415.0,2023,2
30.0,1029197.0,2023,2
32.0,43450.0,2023,2
33.0,930.0,2023,2
34.0,5652.0,2023,2
35.0,96350.0,2023,2
36.0,334914.0,2023,2
37.0,8900.0,2023,2
38.0,2407.0,2023,2
39.0,15000.0,2023,2
40.0,5248695.0,2023,2
41.0,1600.0,2023,2
42.0,66771.0,2023,2
43.0,660.0,2023,2
44.0,1898679.0,2023,2
45.0,226810.0,2023,2
46.0,9142.0,2023,2
47.0,5980.0,2023,2
48.0,999548.0,2023,2
49.0,5534.0,2023,2
50.0,529178.0,2023,2
51.0,2120.0,2023,2
52.0,5355.0,2023,2
54.0,13877.0,2023,2
55.0,60924.0,2023,2
56.0,165654.0,2023,2
58.0,2302.0,2023,2
60.0,350233.0,2023,2
63.0,8002.0,2023,2
65.0,1320.0,2023,2
66.0,14822.0,2023,2
70.0,66384.0,2023,2
72.0,57414.0,2023,2
74.0,1500.0,2023,2
75.0,3600.0,2023,2
76.0,1302.0,2023,2
78.0,4700.0,2023,2
80.0,34300.0,2023,2
84.0,17920.0,2023,2
90.0,4100.0,2023,2
96.0,400.0,2023,2
98.0,6050.0,2023,2
105.0,2500.0,2023,2
1.0,260.0,2023,3
2.0,5270.0,2023,3
3.0,430.0,2023,3
4.0,15920.0,2023,3
5.0,10160.0,2023,3
6.0,11445.0,2023,3
7.0,2250.0,2023,3
8.0,26420.0,2023,3
9.0,1160.0,2023,3
10.0,59260.0,2023,3
12.0,46722.0,2023,3
13.0,1500.0,2023,3
14.0,8360.0,2023,3
15.0,27494.0,2023,3
16.0,68340.0,2023,3
18.0,21723.0,2023,3
20.0,403351.0,2023,3
21.0,9650.0,2023,3
22.0,8860.0,2023,3
23.0,4000.0,2023,3
24.0,179793.0,2023,3
25.0,121088.0,2023,3
26.0,14300.0,2023,3
27.0,1320.0,2023,3
28.0,24975.0,2023,3
30.0,1043285.0,2023,3
31.0,1960.0,2023,3
32.0,44694.0,2023,3
33.0,1730.0,2023,3
34.0,14962.0,2023,3
35.0,145034.0,2023,3
36.0,276319.0,2023,3
37.0,3120.0,2023,3
38.0,1800.0,2023,3
40.0,5493094.0,2023,3
42.0,55530.0,2023,3
43.0,1500.0,2023,3
44.0,1981097.0,2023,3
45.0,220465.0,2023,3
46.0,19200.0,2023,3
47.0,2820.0,2023,3
48.0,1179681.0,2023,3
49.0,28232.0,2023,3
50.0,410476.0,2023,3
51.0,1320.0,2023,3
52.0,26700.0,2023,3
53.0,2120.0,2023,3
54.0,44070.0,2023,3
55.0,29440.0,2023,3
56.0,192546.0,2023,3
58.0,5022.0,2023,3
59.0,2500.0,2023,3
60.0,267893.0,2023,3
61.0,2640.0,2023,3
63.0,4640.0,2023,3
64.0,9500.0,2023,3
65.0,1300.0,2023,3
66.0,15912.0,2023,3
67.0,2780.0,2023,3
70.0,69000.0,2023,3
71.0,1300.0,2023,3
72.0,76040.0,2023,3
74.0,1500.0,2023,3
75.0,1400.0,2023,3
77.0,4800.0,2023,3
78.0,1320.0,2023,3
80.0,15460.0,2023,3
84.0,19500.0,2023,3
90.0,10020.0,2023,3
98.0,6050.0,2023,3
1.0,790.0,2023,4
2.0,2654.0,2023,4
3.0,2290.0,2023,4
4.0,12780.0,2023,4
5.0,10640.0,2023,4
6.0,4970.0,2023,4
7.0,1030.0,2023,4
8.0,45415.0,2023,4
9.0,2550.0,2023,4
10.0,22840.0,2023,4
12.0,38700.0,2023,4
14.0,6840.0,2023,4
15.0,36064.0,2023,4
16.0,87700.0,2023,4
17.0,2500.0,2023,4
18.0,29150.0,2023,4
20.0,395524.0,2023,4
21.0,14050.0,2023,4
22.0,10960.0,2023,4
24.0,204750.0,2023,4
25.0,137270.0,2023,4
26.0,520.0,2023,4
27.0,4580.0,2023,4
28.0,30680.0,2023,4
29.0,10001.0,2023,4
30.0,1086460.0,2023,4
32.0,58100.0,2023,4
33.0,600.0,2023,4
34.0,21120.0,2023,4
35.0,124339.0,2023,4
36.0,252422.0,2023,4
37.0,2640.0,2023,4
39.0,2800.0,2023,4
40.0,5480504.0,2023,4
41.0,500.0,2023,4
42.0,115420.0,2023,4
43.0,1500.0,2023,4
44.0,1997211.0,2023,4
45.0,171229.0,2023,4
46.0,13250.0,2023,4
47.0,4200.0,2023,4
48.0,1238869.0,2023,4
49.0,5250.0,2023,4
50.0,372530.0,2023,4
51.0,4320.0,2023,4
52.0,9940.0,2023,4
54.0,71940.0,2023,4
55.0,36940.0,2023,4
56.0,153980.0,2023,4
58.0,7610.0,2023,4
59.0,2000.0,2023,4
60.0,394020.0,2023,4
61.0,2520.0,2023,4
62.0,1820.0,2023,4
63.0,2700.0,2023,4
64.0,300.0,2023,4
65.0,2400.0,2023,4
66.0,8100.0,2023,4
70.0,47690.0,2023,4
71.0,900.0,2023,4
72.0,58390.0,2023,4
75.0,5300.0,2023,4
78.0,12820.0,2023,4
80.0,3820.0,2023,4
81.0,4000.0,2023,4
84.0,26290.0,2023,4
90.0,8420.0,2023,4
91.0,3000.0,2023,4
96.0,7000.0,2023,4
117.0,2000.0,2023,4
1.0,11720.0,2024,1
2.0,2702.0,2024,1
3.0,3520.0,2024,1
4.0,17180.0,2024,1
5.0,13122.0,2024,1
6.0,11875.0,2024,1
7.0,2400.0,2024,1
8.0,36667.0,2024,1
9.0,1675.0,2024,1
10.0,74040.0,2024,1
11.0,1000.0,2024,1
12.0,45618.0,2024,1
14.0,10467.0,2024,1
15.0,31696.0,2024,1
16.0,160222.0,2024,1
17.0,480.0,2024,1
18.0,27984.0,2024,1
20.0,448453.0,2024,1
21.0,10110.0,2024,1
22.0,4200.0,2024,1
23.0,7400.0,2024,1
24.0,191354.0,2024,1
25.0,131337.0,2024,1
26.0,35304.0,2024,1
27.0,800.0,2024,1
28.0,34645.0,2024,1
29.0,1412.0,2024,1
30.0,1163809.0,2024,1
32.0,79378.0,2024,1
34.0,2220.0,2024,1
35.0,176986.0,2024,1
36.0,433976.0,2024,1
37.0,1100.0,2024,1
38.0,9220.0,2024,1
39.0,1015.0,2024,1
40.0,4841064.0,2024,1
42.0,94171.0,2024,1
43.0,3800.0,2024,1
44.0,2025341.0,2024,1
45.0,146408.0,2024,1
46.0,27163.0,2024,1
47.0,1520.0,2024,1
48.0,1454230.0,2024,1
49.0,17220.0,2024,1
50.0,499007.0,2024,1
51.0,8000.0,2024,1
52.0,20856.0,2024,1
53.0,3800.0,2024,1
54.0,84462.0,2024,1
55.0,47784.0,2024,1
56.0,167392.0,2024,1
57.0,8000.0,2024,1
58.0,4824.0,2024,1
59.0,320.0,2024,1
60.0,454040.0,2024,1
61.0,660.0,2024,1
62.0,5000.0,2024,1
63.0,1420.0,2024,1
64.0,22412.0,2024,1
65.0,39775.0,2024,1
66.0,5760.0,2024,1
68.0,1200.0,2024,1
70.0,134684.0,2024,1
72.0,52534.0,2024,1
74.0,900.0,2024,1
75.0,2000.0,2024,1
76.0,2812.0,2024,1
77.0,3000.0,2024,1
78.0,8400.0,2024,1
80.0,10662.0,2024,1
84.0,41962.0,2024,1
96.0,1412.0,2024,1
102.0,5000.0,2024,1
110.0,3000.0,2024,1
120.0,4000.0,2024,1
1.0,5300.0,2024,2
2.0,1791.0,2024,2
3.0,4714.0,2024,2
4.0,9622.0,2024,2
5.0,14470.0,2024,2
6.0,16312.0,2024,2
7.0,3525.0,2024,2
8.0,41412.0,2024,2
9.0,4070.0,2024,2
10.0,82864.0,2024,2
11.0,450.0,2024,2
12.0,67416.0,2024,2
14.0,4050.0,2024,2
15.0,41702.0,2024,2
16.0,82668.0,2024,2
17.0,480.0,2024,2
18.0,17908.0,2024,2
20.0,586724.0,2024,2
21.0,7734.0,2024,2
22.0,3706.0,2024,2
24.0,271142.0,2024,2
25.0,119534.0,2024,2
26.0,8572.0,2024,2
27.0,7120.0,2024,2
28.0,33046.0,2024,2
30.0,1476496.0,2024,2
31.0,5912.0,2024,2
32.0,83487.0,2024,2
33.0,9250.0,2024,2
34.0,1812.0,2024,2
35.0,137410.0,2024,2
36.0,391856.0,2024,2
37.0,4200.0,2024,2
38.0,11180.0,2024,2
39.0,2824.0,2024,2
40.0,5617077.0,2024,2
42.0,91186.0,2024,2
44.0,2301495.0,2024,2
45.0,267903.0,2024,2
46.0,21072.0,2024,2
47.0,450.0,2024,2
48.0,1279383.0,2024,2
49.0,33166.0,2024,2
50.0,691804.0,2024,2
51.0,1700.0,2024,2
52.0,47956.0,2024,2
54.0,51060.0,2024,2
55.0,41682.0,2024,2
56.0,197622.0,2024,2
57.0,7000.0,2024,2
58.0,3200.0,2024,2
60.0,516620.0,2024,2
62.0,2000.0,2024,2
63.0,8580.0,2024,2
64.0,12212.0,2024,2
65.0,45412.0,2024,2
66.0,16350.0,2024,2
67.0,800.0,2024,2
68.0,5000.0,2024,2
69.0,2500.0,2024,2
70.0,84028.0,2024,2
72.0,45328.0,2024,2
74.0,1412.0,2024,2
75.0,800.0,2024,2
76.0,4000.0,2024,2
77.0,1000.0,2024,2
78.0,4324.0,2024,2
80.0,41790.0,2024,2
82.0,1412.0,2024,2
84.0,33524.0,2024,2
90.0,5800.0,2024,2
91.0,700.0,2024,2
94.0,1412.0,2024,2
96.0,5500.0,2024,2
98.0,1700.0,2024,2
100.0,800.0,2024,2
110.0,1800.0,2024,2
120.0,4200.0,2024,2
1.0,8410.0,2024,3
2.0,6709.0,2024,3
3.0,5760.0,2024,3
4.0,24170.0,2024,3
5.0,16500.0,2024,3
6.0,24340.0,2024,3
7.0,13472.0,2024,3
8.0,72708.0,2024,3
9.0,3424.0,2024,3
10.0,135834.0,2024,3
12.0,52832.0,2024,3
13.0,330.0,2024,3
14.0,8250.0,2024,3
15.0,89976.0,2024,3
16.0,136002.0,2024,3
17.0,1000.0,2024,3
18.0,30152.0,2024,3
20.0,496081.0,2024,3
21.0,4070.0,2024,3
22.0,14320.0,2024,3
24.0,277544.0,2024,3
25.0,154791.0,2024,3
26.0,3550.0,2024,3
27.0,6606.0,2024,3
28.0,42854.0,2024,3
30.0,1288894.0,2024,3
31.0,6532.0,2024,3
32.0,61238.0,2024,3
33.0,3012.0,2024,3
34.0,4412.0,2024,3
35.0,156002.0,2024,3
36.0,308461.0,2024,3
38.0,7400.0,2024,3
39.0,3700.0,2024,3
40.0,5926365.0,2024,3
41.0,5285.0,2024,3
42.0,101933.0,2024,3
43.0,1600.0,2024,3
44.0,2548331.0,2024,3
45.0,189722.0,2024,3
46.0,59030.0,2024,3
47.0,1500.0,2024,3
48.0,1257173.0,2024,3
49.0,17474.0,2024,3
50.0,580355.0,2024,3
51.0,2600.0,2024,3
52.0,62468.0,2024,3
54.0,21034.0,2024,3
55.0,29312.0,2024,3
56.0,86115.0,2024,3
57.0,4452.0,2024,3
60.0,449866.0,2024,3
62.0,1800.0,2024,3
63.0,3700.0,2024,3
65.0,15000.0,2024,3
66.0,17139.0,2024,3
68.0,800.0,2024,3
69.0,88.0,2024,3
70.0,110615.0,2024,3
72.0,96920.0,2024,3
74.0,6412.0,2024,3
75.0,1000.0,2024,3
77.0,928.0,2024,3
78.0,3900.0,2024,3
80.0,1912.0,2024,3
81.0,1280.0,2024,3
84.0,39374.0,2024,3
85.0,2824.0,2024,3
91.0,1400.0,2024,3
98.0,600.0,2024,3
105.0,1500.0,2024,3
120.0,1500.0,2024,3
1.0,640.0,2024,4
2.0,2585.0,2024,4
3.0,16090.0,2024,4
4.0,34825.0,2024,4
5.0,6050.0,2024,4
6.0,34150.0,2024,4
7.0,3150.0,2024,4
8.0,82108.0,2024,4
9.0,3830.0,2024,4
10.0,49723.0,2024,4
11.0,1330.0,2024,4
12.0,90798.0,2024,4
14.0,12442.0,2024,4
15.0,131238.0,2024,4
16.0,70333.0,2024,4
17.0,5000.0,2024,4
18.0,63150.0,2024,4
20.0,616792.0,2024,4
21.0,11950.0,2024,4
22.0,13622.0,2024,4
24.0,293723.0,2024,4
25.0,100252.0,2024,4
27.0,3220.0,2024,4
28.0,39402.0,2024,4
30.0,1409606.0,2024,4
31.0,9032.0,2024,4
32.0,69503.0,2024,4
33.0,290.0,2024,4
34.0,5600.0,2024,4
35.0,192702.0,2024,4
36.0,333495.0,2024,4
37.0,2995.0,2024,4
38.0,15236.0,2024,4
39.0,6500.0,2024,4
40.0,5776791.0,2024,4
41.0,3865.0,2024,4
42.0,96046.0,2024,4
43.0,4212.0,2024,4
44.0,2655183.0,2024,4
45.0,336932.0,2024,4
46.0,73096.0,2024,4
47.0,4862.0,2024,4
48.0,1362240.0,2024,4
49.0,14086.0,2024,4
50.0,625683.0,2024,4
51.0,21500.0,2024,4
52.0,16536.0,2024,4
54.0,84787.0,2024,4
55.0,98728.0,2024,4
56.0,135691.0,2024,4
57.0,350.0,2024,4
58.0,3800.0,2024,4
59.0,2920.0,2024,4
60.0,649113.0,2024,4
62.0,2000.0,2024,4
63.0,28814.0,2024,4
64.0,19200.0,2024,4
65.0,19724.0,2024,4
66.0,26272.0,2024,4
68.0,7500.0,2024,4
70.0,88903.0,2024,4
72.0,44466.0,2024,4
74.0,1500.0,2024,4
75.0,9960.0,2024,4
76.0,2500.0,2024,4
77.0,10120.0,2024,4
78.0,7000.0,2024,4
80.0,6000.0,2024,4
84.0,95118.0,2024,4
90.0,5500.0,2024,4
91.0,12050.0,2024,4
96.0,850.0,2024,4
98.0,50000.0,2024,4
105.0,17000.0,2024,4
112.0,800.0,2024,4
1.0,1850.0,2025,1
2.0,3303.0,2025,1
3.0,4491.0,2025,1
4.0,20310.0,2025,1
5.0,4720.0,2025,1
6.0,15068.0,2025,1
7.0,950.0,2025,1
8.0,43120.0,2025,1
9.0,10143.0,2025,1
10.0,93817.0,2025,1
11.0,500.0,2025,1
12.0,46464.0,2025,1
13.0,800.0,2025,1
14.0,14323.0,2025,1
15.0,63588.0,2025,1
16.0,80399.0,2025,1
17.0,500.0,2025,1
18.0,21028.0,2025,1
20.0,682482.0,2025,1
21.0,5404.0,2025,1
22.0,46518.0,2025,1
23.0,3750.0,2025,1
24.0,303532.0,2025,1
25.0,121628.0,2025,1
26.0,9292.0,2025,1
27.0,900.0,2025,1
28.0,44026.0,2025,1
30.0,1892698.0,2025,1
31.0,8430.0,2025,1
32.0,61890.0,2025,1
33.0,8000.0,2025,1
34.0,6700.0,2025,1
35.0,140393.0,2025,1
36.0,307766.0,2025,1
37.0,3000.0,2025,1
38.0,20736.0,2025,1
39.0,8418.0,2025,1
40.0,5958828.0,2025,1
42.0,121636.0,2025,1
43.0,4112.0,2025,1
44.0,2747346.0,2025,1
45.0,252762.0,2025,1
46.0,26559.0,2025,1
47.0,7036.0,2025,1
48.0,1205249.0,2025,1
49.0,16718.0,2025,1
50.0,424982.0,2025,1
51.0,16986.0,2025,1
52.0,45310.0,2025,1
53.0,3000.0,2025,1
54.0,97572.0,2025,1
55.0,46932.0,2025,1
56.0,143054.0,2025,1
57.0,8018.0,2025,1
58.0,5518.0,2025,1
60.0,690460.0,2025,1
61.0,3000.0,2025,1
63.0,5450.0,2025,1
64.0,50018.0,2025,1
65.0,5730.0,2025,1
66.0,56850.0,2025,1
69.0,1900.0,2025,1
70.0,92450.0,2025,1
72.0,133876.0,2025,1
75.0,14000.0,2025,1
76.0,3520.0,2025,1
77.0,7400.0,2025,1
78.0,4600.0,2025,1
80.0,4000.0,2025,1
84.0,32012.0,2025,1
90.0,8000.0,2025,1
91.0,800.0,2025,1
96.0,1518.0,2025,1
105.0,5700.0,2025,1
108.0,25000.0,2025,1
112.0,2800.0,2025,1
120.0,400.0,2025,1
1.0,885.0,2025,2
2.0,12350.0,2025,2
3.0,1550.0,2025,2
4.0,11148.0,2025,2
5.0,4560.0,2025,2
6.0,46768.0,2025,2
7.0,6148.0,2025,2
8.0,58566.0,2025,2
9.0,3665.0,2025,2
10.0,54830.0,2025,2
11.0,150.0,2025,2
12.0,63866.0,2025,2
14.0,7324.0,2025,2
15.0,127038.0,2025,2
16.0,85424.0,2025,2
18.0,22738.0,2025,2
20.0,558571.0,2025,2
21.0,5000.0,2025,2
22.0,5618.0,2025,2
23.0,18798.0,2025,2
24.0,334375.0,2025,2
25.0,118172.0,2025,2
26.0,7480.0,2025,2
27.0,3420.0,2025,2
28.0,31248.0,2025,2
30.0,1371022.0,2025,2
31.0,4500.0,2025,2
32.0,89100.0,2025,2
33.0,3340.0,2025,2
34.0,6036.0,2025,2
35.0,170580.0,2025,2
36.0,295125.0,2025,2
37.0,3700.0,2025,2
38.0,28718.0,2025,2
39.0,5410.0,2025,2
40.0,6696788.0,2025,2
42.0,114502.0,2025,2
43.0,3479.0,2025,2
44.0,2743920.0,2025,2
45.0,284123.0,2025,2
46.0,69867.0,2025,2
47.0,5136.0,2025,2
48.0,1246607.0,2025,2
49.0,37186.0,2025,2
50.0,573199.0,2025,2
52.0,40498.0,2025,2
53.0,5800.0,2025,2
54.0,76552.0,2025,2
55.0,68054.0,2025,2
56.0,133659.0,2025,2
60.0,524995.0,2025,2
61.0,1200.0,2025,2
63.0,5118.0,2025,2
64.0,7018.0,2025,2
65.0,30200.0,2025,2
66.0,23600.0,2025,2
68.0,16518.0,2025,2
70.0,223900.0,2025,2
72.0,252542.0,2025,2
75.0,7000.0,2025,2
77.0,3000.0,2025,2
78.0,4220.0,2025,2
80.0,8300.0,2025,2
84.0,32254.0,2025,2
89.0,4000.0,2025,2
90.0,5100.0,2025,2
91.0,300.0,2025,2
96.0,2600.0,2025,2
112.0,2100.0,2025,2
120.0,14000.0,2025,2
1.0,3465.0,2025,3
2.0,1940.0,2025,3
3.0,1040.0,2025,3
4.0,19705.0,2025,3
5.0,6698.0,2025,3
6.0,15459.0,2025,3
7.0,3848.0,2025,3
8.0,38643.0,2025,3
9.0,5720.0,2025,3
10.0,41516.0,2025,3
12.0,151621.0,2025,3
14.0,7210.0,2025,3
15.0,33752.0,2025,3
16.0,103840.0,2025,3
17.0,6000.0,2025,3
18.0,38355.0,2025,3
19.0,300.0,2025,3
20.0,619475.0,2025,3
21.0,9590.0,2025,3
22.0,2659.0,2025,3
23.0,2818.0,2025,3
24.0,357916.0,2025,3
25.0,211063.0,2025,3
27.0,1800.0,2025,3
28.0,17177.0,2025,3
29.0,2318.0,2025,3
30.0,1704164.0,2025,3
32.0,152781.0,2025,3
33.0,300.0,2025,3
34.0,14200.0,2025,3
35.0,271811.0,2025,3
36.0,512067.0,2025,3
37.0,9018.0,2025,3
38.0,26100.0,2025,3
39.0,1518.0,2025,3
40.0,6217839.0,2025,3
41.0,5680.0,2025,3
42.0,120184.0,2025,3
43.0,4018.0,2025,3
44.0,2793818.0,2025,3
45.0,154458.0,2025,3
46.0,25474.0,2025,3
47.0,5500.0,2025,3
48.0,1162668.0,2025,3
49.0,9736.0,2025,3
50.0,719172.0,2025,3
51.0,1900.0,2025,3
52.0,57612.0,2025,3
53.0,3000.0,2025,3
54.0,34818.0,2025,3
55.0,92766.0,2025,3
56.0,118039.0,2025,3
58.0,6300.0,2025,3
59.0,1518.0,2025,3
60.0,638346.0,2025,3
62.0,20000.0,2025,3
63.0,11336.0,2025,3
64.0,6000.0,2025,3
65.0,3400.0,2025,3
66.0,73425.0,2025,3
68.0,1450.0,2025,3
70.0,124054.0,2025,3
72.0,139504.0,2025,3
74.0,1000.0,2025,3
75.0,7036.0,2025,3
77.0,10050.0,2025,3
78.0,1200.0,2025,3
80.0,25500.0,2025,3
84.0,33600.0,2025,3
90.0,1518.0,2025,3
91.0,1000.0,2025,3
98.0,500.0,2025,3
100.0,2000.0,2025,3
102.0,5000.0,2025,3
105.0,1500.0,2025,3
112.0,6700.0,2025,3
120.0,3436.0,2025,3
1.0,65.0,2025,4
2.0,3100.0,2025,4
3.0,3150.0,2025,4
4.0,12660.0,2025,4
5.0,15008.0,2025,4
6.0,30328.0,2025,4
7.0,1830.0,2025,4
8.0,40530.0,2025,4
9.0,4575.0,2025,4
10.0,45876.0,2025,4
11.0,190.0,2025,4
12.0,47801.0,2025,4
14.0,11430.0,2025,4
15.0,50150.0,2025,4
16.0,110164.0,2025,4
17.0,2050.0,2025,4
18.0,25446.0,2025,4
19.0,1640.0,2025,4
20.0,709240.0,2025,4
21.0,17168.0,2025,4
22.0,9521.0,2025,4
24.0,353737.0,2025,4
