Ano	Trimestre	UF	Capital	RM_RIDE	UPA	Estrato	V1008	V1014	V1016	V1022	V1023	V1027	V1028	V1029	V1033	posest	posest_sxi	V4012	V4013	V40132A	V4015	V40151	V401511	V401512	V4016	V40161	V40162	V40163	V4017	V40171	V401711	V4018	V40181	V40182	V40183	V4019	V4020	V4021	V4022	V4024	V4025	V4026	V4027	V4028	V4029	V4032	V4033	V40331	V403312	V403322	V4034	V403412	V403422	V4039	V4039C	V4043	V4044	V4045	V4046	V4048	V4050	V40501	V405012	V4051	V40511	V405112	V405122	V405912	V405922	V4062	V4062C	V4063	V4063A	V4064	V4064A
2019	4	26			260000114	2653023	1	8	1	2	4	195.72888425	249.46126839	5434552	7838344	264	209	3.0	14001.0	2.0	2.0											1.0	2.0				1.0	1.0			2.0				2.0	2.0	1.0	1.0	350.0		1.0	300.0		30.0	30.0																		2.0		
2019	4	26			260000114	2653023	1	8	1	2	4	195.72888425	249.46126839	5434552	6436407	264	110	6.0	1109.0	1.0	2.0								2.0			1.0	1.0			2.0	2.0									2.0	1.0	1.0	200.0		1.0	250.0		40.0	40.0																		2.0		
2019	4	26			260000114	2653023	1	8	1	2	4	195.72888425	249.46126839	5434552	9713390	264	104	3.0	14001.0	2.0	2.0											1.0	4.0				1.0	1.0			2.0				2.0	2.0	1.0	1.0	350.0		1.0	250.0		30.0	30.0																		2.0		
2019	4	26			260000114	2653023	1	8	1	2	4	195.72888425	249.46126839	5434552	6046660	264	103																																																										
2019	4	26			260000114	2653023	2	8	1	2	4	195.72888425	208.63284851	5434552	4261817	264	113																																																										
2019	4	26			260000114	2653023	2	8	1	2	4	195.72888425	208.63284851	5434552	6926712	264	210																																																										
2019	4	26			260000114	2653023	3	8	1	2	4	195.72888425	223.97934286	5434552	3255370	264	114																																																										
2019	4	26			260000114	2653023	3	8	1	2	4	195.72888425	223.97934286	5434552	5872957	264	212																																																										
2019	4	26			260000114	2653023	3	8	1	2	4	195.72888425	223.97934286	5434552	8292372	264	205	3.0	14001.0	2.0	2.0											2.0		6.0			1.0	1.0			2.0				2.0	2.0	1.0	1.0	240.0		1.0	240.0		40.0	40.0																		2.0		
2019	4	26			260000114	2653023	4	8	1	2	4	195.72888425	211.83314966	5434552	1510906	264	116																																																										
2019	4	26			260000114	2653023	5	8	1	2	4	195.72888425	215.2909409	5434552	6475214	264	211																																																										
2019	4	26			260000114	2653023	5	8	1	2	4	195.72888425	215.2909409	5434552	6436407	264	110	4.0	84013.0	2.0																	1.0				2.0			1.0			1.0	1.0	998.0		1.0	1498.0		50.0	50.0																		2.0		
2019	4	26			260000114	2653023	6	8	1	2	4	195.72888425	222.27989073	5434552	1510906	264	116																																																										
2019	4	26			260000114	2653023	6	8	1	2	4	195.72888425	222.27989073	5434552	2875676	264	215																																																										
2019	4	26			260000114	2653023	6	8	1	2	4	195.72888425	222.27989073	5434552	6436407	264	110	6.0	1109.0	1.0	2.0								2.0			1.0	1.0			2.0	2.0									2.0	1.0	1.0	100.0		1.0	100.0		20.0	20.0																		2.0		
2019	4	26			260000114	2653023	7	8	1	2	4	195.72888425	231.33620087	5434552	6926712	264	210																																																										
2019	4	26			260000114	2653023	7	8	1	2	4	195.72888425	231.33620087	5434552	8202279	264	108	3.0	14001.0	2.0	2.0											2.0		9.0			1.0	1.0			2.0				2.0	2.0	1.0	1.0	500.0		1.0	500.0		44.0	44.0																		2.0		
2019	4	26			260000114	2653023	8	8	1	2	4	195.72888425	316.75563705	5434552	8359110	264	105	6.0	49030.0	2.0	2.0								2.0			1.0	1.0			2.0	3.0		2.0							2.0	1.0	1.0	600.0		1.0	600.0		20.0	20.0																		1.0		1.0
2019	4	26			260000114	2653023	8	8	1	2	4	195.72888425	316.75563705	5434552	8292372	264	205																																																										
2019	4	26			260000114	2653023	8	8	1	2	4	195.72888425	316.75563705	5434552	7038221	264	201																																																										
2019	4	26			260000114	2653023	9	8	1	2	4	195.72888425	197.64219119	5434552	3255370	264	114																																																										
2019	4	26			260000114	2653023	9	8	1	2	4	195.72888425	197.64219119	5434552	4910056	264	213																																																										
2019	4	26			260000114	2653023	10	8	1	2	4	195.72888425	323.74492199	5434552	8117542	264	106	3.0	41000.0	2.0	2.0											1.0	2.0				3.0		2.0		1.0				2.0	2.0	1.0	1.0	600.0		1.0	600.0		40.0	40.0																		2.0		
2019	4	26			260000114	2653023	10	8	1	2	4	195.72888425	323.74492199	5434552	8292372	264	205	3.0	14001.0	2.0	2.0											1.0	4.0				1.0	2.0	4.0		1.0				2.0	2.0	1.0	1.0	240.0		1.0	240.0		40.0	40.0																		2.0		
2019	4	26			260000114	2653023	10	8	1	2	4	195.72888425	323.74492199	5434552	7038221	264	201																																																										
2019	4	26			260000114	2653023	11	8	1	2	4	195.72888425	218.22140085	5434552	5210151	264	112	6.0	92000.0	2.0	2.0								2.0			1.0	1.0			2.0	1.0	1.0								2.0	1.0	1.0	800.0		1.0	860.0		48.0	48.0																		2.0		
2019	4	26			260000114	2653023	12	8	1	2	4	195.72888425	206.51621171	5434552	2572792	264	217																																																										
2019	4	26			260000114	2653023	12	8	1	2	4	195.72888425	206.51621171	5434552	5880429	264	111																																																										
2019	4	26			260000114	2653023	13	8	1	2	4	195.72888425	263.42375784	5434552	6436407	264	110	3.0	1109.0	1.0	2.0											1.0	2.0				2.0				1.0	1.0			2.0	2.0	1.0	1.0	100.0		1.0	100.0		12.0	12.0																		2.0		
2019	4	26			260000114	2653023	14	8	1	2	4	195.72888425	272.05789224	5434552	8235158	264	206																																																										
2019	4	26			260000114	2653023	14	8	1	2	4	195.72888425	272.05789224	5434552	8202279	264	108	3.0	14001.0	2.0	2.0											4.0					1.0	1.0			2.0				1.0		1.0	1.0	998.0		1.0	998.0		45.0	45.0																		2.0		
2019	4	26			260000114	2653023	14	8	1	2	4	195.72888425	272.05789224	5434552	7062226	264	202																																																										
2019	4	26			260000114	2653023	14	8	1	2	4	195.72888425	272.05789224	5434552	7413939	264	102																																																										
2019	4	26			260000114	2653023	14	8	1	2	4	195.72888425	272.05789224	5434552	6046660	264	103																																																										
2019	4	26			260000509	2653012	1	8	1	1	4	891.5296	1089.15096315	5434552	6436407	264	110	4.0	84012.0	2.0																	1.0				1.0				2.0	1.0	1.0	1.0	1800.0		1.0	1800.0		48.0	48.0	4.0	84013.0	3.0		2.0	1.0	1.0	1100.0	1.0	1.0	1100.0							2.0		
2019	4	26			260000509	2653012	1	8	1	1	4	891.5296	1089.15096315	5434552	6926712	264	210																																																										
2019	4	26			260000509	2653012	1	8	1	1	4	891.5296	1089.15096315	5434552	9713390	264	104																																																										
2019	4	26			260000509	2653012	3	8	1	1	4	891.5296	1095.2921922	5434552	7391224	264	109	3.0	85013.0	2.0	2.0											2.0		10.0			1.0	1.0			1.0				2.0	1.0	1.0	1.0	1800.0		1.0	1800.0		40.0	40.0																		2.0		
2019	4	26			260000509	2653012	3	8	1	1	4	891.5296	1095.2921922	5434552	8575254	264	208	4.0	85012.0	2.0																	1.0				2.0			1.0			1.0	1.0	1800.0		1.0	1800.0		40.0	40.0																		2.0		
2019	4	26			260000509	2653012	3	8	1	1	4	891.5296	1095.2921922	5434552	7062226	264	202																																																										
2019	4	26			260000509	2653012	4	8	1	1	4	891.5296	1137.33967543	5434552	6436407	264	110	6.0	48042.0	2.0	2.0								1.0	1.0	1.0	1.0	2.0			2.0	1.0	1.0								2.0	1.0	1.0	1500.0		1.0	1500.0		36.0	36.0																		2.0		
2019	4	26			260000509	2653012	4	8	1	1	4	891.5296	1137.33967543	5434552	6926712	264	210	6.0	48042.0	2.0	2.0								1.0	1.0	1.0	1.0	2.0			2.0	1.0	1.0								2.0	1.0	1.0	1500.0		1.0	1500.0		36.0	36.0																		2.0		
2019	4	26			260000509	2653012	4	8	1	1	4	891.5296	1137.33967543	5434552	7413939	264	102																																																										
2019	4	26			260000509	2653012	4	8	1	1	4	891.5296	1137.33967543	5434552	7062226	264	202																																																										
2019	4	26			260000509	2653012	5	8	1	1	4	891.5296	1255.23813366	5434552	7391224	264	109	3.0	78000.0	2.0	2.0											4.0					1.0	2.0	1.0		2.0				1.0		1.0	1.0	2000.0		1.0	2000.0		40.0	40.0																		2.0		
2019	4	26			260000509	2653012	5	8	1	1	4	891.5296	1255.23813366	5434552	8575254	264	208																																																										
2019	4	26			260000509	2653012	5	8	1	1	4	891.5296	1255.23813366	5434552	7380948	264	101																																																										
