ano,trimestre,arquivo,ocupados_nao_ponderado,ocupados_ponderado,renda_total_ponderada
2019,1,PNADC_012019_organizado.csv,483,208857.52163663,6387443378.977983
2019,2,PNADC_022019_organizado.csv,469,199953.87729314002,5838555719.314508
2019,3,PNADC_032019_organizado.csv,483,206736.27488695,5699119934.22726
2019,4,PNADC_042019_organizado.csv,496,219190.01982299003,5970762914.380422
