Ano	Trimestre	UF	Capital	RM_RIDE	UPA	Estrato	V1008	V1014	V1016	V1022	V1023	V1027	V1028	V1029	V1033	posest	posest_sxi	V4012	V4013	V40132A	V4015	V40151	V401511	V401512	V4016	V40161	V40162	V40163	V4017	V40171	V401711	V4018	V40181	V40182	V40183	V4019	V4020	V4021	V4022	V4024	V4025	V4026	V4027	V4028	V4029	V4032	V4033	V40331	V403312	V403322	V4034	V403412	V403422	V4039	V4039C	V4043	V4044	V4045	V4046	V4048	V4050	V40501	V405012	V4051	V40511	V405112	V405122	V405912	V405922	V4062	V4062C	V4063	V4063A	V4064	V4064A
2024	4	26			260000408	2652021	1	12	1	2	4	120.46142857	165.84617699	5536226	3545576	264	215																																																										
2024	4	26			260000408	2652021	1	12	1	2	4	120.46142857	165.84617699	5536226	7974611	264	107																																																										
2024	4	26			260000408	2652021	1	12	1	2	4	120.46142857	165.84617699	5536226	9064062	264	104																																																										
2024	4	26			260000408	2652021	1	12	1	2	4	120.46142857	165.84617699	5536226	9064062	264	104																																																										
2024	4	26			260000408	2652021	2	12	1	2	4	120.46142857	171.61635381	5536226	8179542	264	206																																																										
2024	4	26			260000408	2652021	2	12	1	2	4	120.46142857	171.61635381	5536226	9064062	264	104																																																										
2024	4	26			260000408	2652021	2	12	1	2	4	120.46142857	171.61635381	5536226	9064062	264	104																																																										
2024	4	26			260000408	2652021	2	12	1	2	4	120.46142857	171.61635381	5536226	9064062	264	104																																																										
2024	4	26			260000408	2652021	3	12	1	2	4	120.46142857	145.66638875	5536226	7755533	264	210																																																										
2024	4	26			260000408	2652021	3	12	1	2	4	120.46142857	145.66638875	5536226	7230627	264	110	3.0	1201.0	1.0	2.0											4.0					2.0				2.0				1.0		1.0	1.0	1412.0		1.0	1412.0		48.0	48.0																		2.0		
2024	4	26			260000408	2652021	4	12	1	2	4	120.46142857	170.1580241	5536226	8159115	264	207																																																										
2024	4	26			260000408	2652021	4	12	1	2	4	120.46142857	170.1580241	5536226	8065634	264	109	3.0	1105.0	1.0	2.0											1.0	3.0				2.0				2.0				1.0		1.0	1.0	1412.0		1.0	1412.0		44.0	44.0																		2.0		
2024	4	26			260000408	2652021	4	12	1	2	4	120.46142857	170.1580241	5536226	9064062	264	104																																																										
2024	4	26			260000408	2652021	4	12	1	2	4	120.46142857	170.1580241	5536226	5954079	264	103																																																										
2024	4	26			260000408	2652021	4	12	1	2	4	120.46142857	170.1580241	5536226	5670528	264	203																																																										
2024	4	26			260000408	2652021	5	12	1	2	4	120.46142857	142.22405722	5536226	8510090	264	209																																																										
2024	4	26			260000408	2652021	5	12	1	2	4	120.46142857	142.22405722	5536226	6236279	264	111																																																										
2024	4	26			260000408	2652021	5	12	1	2	4	120.46142857	142.22405722	5536226	8667250	264	204																																																										
2024	4	26			260000408	2652021	6	12	1	2	4	120.46142857	187.47209937	5536226	4862720	264	113																																																										
2024	4	26			260000408	2652021	6	12	1	2	4	120.46142857	187.47209937	5536226	7974611	264	107																																																										
2024	4	26			260000408	2652021	6	12	1	2	4	120.46142857	187.47209937	5536226	8167417	264	106																																																										
2024	4	26			260000408	2652021	8	12	1	2	4	120.46142857	184.00916356	5536226	7230627	264	110	3.0	1201.0	1.0	2.0											1.0	2.0				2.0				2.0				2.0	2.0	1.0	1.0	400.0		1.0	400.0		20.0	20.0																		2.0		
2024	4	26			260000408	2652021	9	12	1	2	4	120.46142857	195.11635605	5536226	8167417	264	106	3.0	1201.0	1.0	2.0											4.0					2.0				2.0				1.0		1.0	1.0	1412.0		1.0	1412.0		40.0	40.0																		2.0		
2024	4	26			260000408	2652021	9	12	1	2	4	120.46142857	195.11635605	5536226	8179542	264	206	4.0	85012.0	2.0																	1.0				2.0			2.0	1.0		1.0	1.0	1412.0		1.0	1412.0		40.0	40.0																		2.0		
2024	4	26			260000408	2652021	10	12	1	2	4	120.46142857	156.29153922	5536226	6320927	264	212																																																										
2024	4	26			260000408	2652021	10	12	1	2	4	120.46142857	156.29153922	5536226	8061797	264	108	3.0	1105.0	1.0	2.0											1.0	4.0				2.0				2.0				1.0		1.0	1.0	1412.0		1.0	1412.0		44.0	44.0																		2.0		
2024	4	26			260000408	2652021	10	12	1	2	4	120.46142857	156.29153922	5536226	8359519	264	208																																																										
2024	4	26			260000408	2652021	10	12	1	2	4	120.46142857	156.29153922	5536226	5670528	264	203																																																										
2024	4	26			260000408	2652021	10	12	1	2	4	120.46142857	156.29153922	5536226	7031340	264	202																																																										
2024	4	26			260000408	2652021	10	12	1	2	4	120.46142857	156.29153922	5536226	7374701	264	102																																																										
2024	4	26			260000408	2652021	11	12	1	2	4	120.46142857	179.34744651	5536226	8065634	264	109																																																										
2024	4	26			260000408	2652021	11	12	1	2	4	120.46142857	179.34744651	5536226	8179542	264	206																																																										
2024	4	26			260000408	2652021	11	12	1	2	4	120.46142857	179.34744651	5536226	5954079	264	103																																																										
2024	4	26			260000408	2652021	11	12	1	2	4	120.46142857	179.34744651	5536226	6276335	264	201																																																										
2024	4	26			260000408	2652021	12	12	1	2	4	120.46142857	131.90678682	5536226	5657670	264	213																																																										
2024	4	26			260000408	2652021	12	12	1	2	4	120.46142857	131.90678682	5536226	3844309	264	114	6.0	1105.0	1.0	2.0								2.0			1.0	1.0			2.0	2.0									2.0	1.0	1.0	420.0		1.0	420.0		40.0	40.0																		2.0		
2024	4	26			260000408	2652021	12	12	1	2	4	120.46142857	131.90678682	5536226	8510090	264	209																																																										
2024	4	26			260000408	2652021	12	12	1	2	4	120.46142857	131.90678682	5536226	6577339	264	101																																																										
2024	4	26			260000408	2652021	13	12	1	2	4	120.46142857	157.4407119	5536226	8510090	264	209																																																										
