Ano	Trimestre	UF	Capital	RM_RIDE	UPA	Estrato	V1008	V1014	V1016	V1022	V1023	V1027	V1028	V1029	V1033	posest	posest_sxi	V4012	V4013	V40132A	V4015	V40151	V401511	V401512	V4016	V40161	V40162	V40163	V4017	V40171	V401711	V4018	V40181	V40182	V40183	V4019	V4020	V4021	V4022	V4024	V4025	V4026	V4027	V4028	V4029	V4032	V4033	V40331	V403312	V403322	V4034	V403412	V403422	V4039	V4039C	V4043	V4044	V4045	V4046	V4048	V4050	V40501	V405012	V4051	V40511	V405112	V405122	V405912	V405922	V4062	V4062C	V4063	V4063A	V4064	V4064A
2025	4	26			260000408	2652021	1	12	5	2	4	105.43806322	158.62658166	5551696	7987891	264	107																																																										
2025	4	26			260000408	2652021	1	12	5	2	4	105.43806322	158.62658166	5551696	8972494	264	104																																																										
2025	4	26			260000408	2652021	1	12	5	2	4	105.43806322	158.62658166	5551696	8972494	264	104																																																										
2025	4	26			260000408	2652021	2	12	5	2	4	105.43806322	143.04741732	5551696	8122970	264	206																																																										
2025	4	26			260000408	2652021	2	12	5	2	4	105.43806322	143.04741732	5551696	8972494	264	104																																																										
2025	4	26			260000408	2652021	2	12	5	2	4	105.43806322	143.04741732	5551696	8972494	264	104																																																										
2025	4	26			260000408	2652021	2	12	5	2	4	105.43806322	143.04741732	5551696	8972494	264	104																																																										
2025	4	26			260000408	2652021	3	12	5	2	4	105.43806322	120.83148204	5551696	7968091	264	210																																																										
2025	4	26			260000408	2652021	3	12	5	2	4	105.43806322	120.83148204	5551696	6346334	264	111	3.0	1201.0	1.0	2.0											2.0		8.0			2.0				2.0				1.0		1.0	1.0	1518.0		1.0	1518.0		48.0	48.0																		2.0		
2025	4	26			260000408	2652021	4	12	5	2	4	105.43806322	139.03448256	5551696	8265301	264	208																																																										
2025	4	26			260000408	2652021	4	12	5	2	4	105.43806322	139.03448256	5551696	8092054	264	109	3.0	1201.0	1.0	2.0											2.0		7.0			2.0				2.0				2.0	2.0	1.0	1.0	1000.0		1.0	1000.0		40.0	40.0																		2.0		
2025	4	26			260000408	2652021	4	12	5	2	4	105.43806322	139.03448256	5551696	8972494	264	104																																																										
2025	4	26			260000408	2652021	4	12	5	2	4	105.43806322	139.03448256	5551696	8972494	264	104																																																										
2025	4	26			260000408	2652021	4	12	5	2	4	105.43806322	139.03448256	5551696	5700617	264	203																																																										
2025	4	26			260000408	2652021	5	12	5	2	4	105.43806322	134.14831383	5551696	8518593	264	209																																																										
2025	4	26			260000408	2652021	5	12	5	2	4	105.43806322	134.14831383	5551696	6346334	264	111																																																										
2025	4	26			260000408	2652021	5	12	5	2	4	105.43806322	134.14831383	5551696	7609172	264	205																																																										
2025	4	26			260000408	2652021	6	12	5	2	4	105.43806322	166.6008397	5551696	4971698	264	113																																																										
2025	4	26			260000408	2652021	6	12	5	2	4	105.43806322	166.6008397	5551696	7987891	264	107																																																										
2025	4	26			260000408	2652021	6	12	5	2	4	105.43806322	166.6008397	5551696	8147252	264	106																																																										
2025	4	26			260000408	2652021	8	12	5	2	4	105.43806322	153.29958715	5551696	7432564	264	110																																																										
2025	4	26			260000408	2652021	9	12	5	2	4	105.43806322	165.89603474	5551696	8147252	264	106																																																										
2025	4	26			260000408	2652021	9	12	5	2	4	105.43806322	165.89603474	5551696	8122970	264	206																																																										
2025	4	26			260000408	2652021	10	12	5	2	4	105.43806322	135.53615899	5551696	6375059	264	212																																																										
2025	4	26			260000408	2652021	10	12	5	2	4	105.43806322	135.53615899	5551696	7981109	264	108	3.0	1105.0	1.0	2.0											1.0	4.0				2.0				2.0				1.0		1.0	1.0	1518.0		1.0	1518.0		40.0	40.0																		2.0		
2025	4	26			260000408	2652021	10	12	5	2	4	105.43806322	135.53615899	5551696	8265301	264	208																																																										
2025	4	26			260000408	2652021	10	12	5	2	4	105.43806322	135.53615899	5551696	5700617	264	203																																																										
2025	4	26			260000408	2652021	10	12	5	2	4	105.43806322	135.53615899	5551696	5700617	264	203																																																										
2025	4	26			260000408	2652021	10	12	5	2	4	105.43806322	135.53615899	5551696	7252363	264	102																																																										
2025	4	26			260000408	2652021	11	12	5	2	4	105.43806322	144.17154421	5551696	8092054	264	109																																																										
2025	4	26			260000408	2652021	11	12	5	2	4	105.43806322	144.17154421	5551696	8161572	264	207																																																										
2025	4	26			260000408	2652021	11	12	5	2	4	105.43806322	144.17154421	5551696	5984583	264	103																																																										
2025	4	26			260000408	2652021	11	12	5	2	4	105.43806322	144.17154421	5551696	6117831	264	201																																																										
2025	4	26			260000408	2652021	12	12	5	2	4	105.43806322	115.47005438	5551696	5785453	264	213																																																										
2025	4	26			260000408	2652021	12	12	5	2	4	105.43806322	115.47005438	5551696	3971130	264	114																																																										
2025	4	26			260000408	2652021	12	12	5	2	4	105.43806322	115.47005438	5551696	8518593	264	209																																																										
2025	4	26			260000408	2652021	12	12	5	2	4	105.43806322	115.47005438	5551696	7252363	264	102																																																										
2025	4	26			260000408	2652021	13	12	5	2	4	105.43806322	153.29958715	5551696	7432564	264	110																																																										
