Ano,Trimestre,UF,Capital,RM_RIDE,UPA,Estrato,V1008,V1014,V1016,V1022,V1023,V1027,V1028,V1029,V1033,posest,posest_sxi,V4012,V4013,V40132A,V4015,V40151,V401511,V401512,V4016,V40161,V40162,V40163,V4017,V40171,V401711,V4018,V40181,V40182,V40183,V4019,V4020,V4021,V4022,V4024,V4025,V4026,V4027,V4028,V4029,V4032,V4033,V40331,V403312,V403322,V4034,V403412,V403422,V4039,V4039C,V4043,V4044,V4045,V4046,V4048,V4050,V40501,V405012,V4051,V40511,V405112,V405122,V405912,V405922,V4062,V4062C,V4063,V4063A,V4064,V4064A
2021,4,26,,,260000114,2653023,1,9,4,2,4,222.79169006,259.79275684,5480347,3129797,264,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,26,,,260000114,2653023,1,9,4,2,4,222.79169006,259.79275684,5480347,7767042,264,109,6.0,1109.0,1.0,2.0,,,,,,,,2.0,,,1.0,1.0,,,2.0,2.0,,,,,,,,,2.0,1.0,1.0,100.0,,1.0,100.0,,30.0,30.0,,,,,,,,,,,,,,,,,,2.0,,
2021,4,26,,,260000114,2653023,2,9,4,2,4,222.79169006,302.35585963,5480347,8223523,264,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,26,,,260000114,2653023,2,9,4,2,4,222.79169006,302.35585963,5480347,8233433,264,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,26,,,260000114,2653023,2,9,4,2,4,222.79169006,302.35585963,5480347,9034340,264,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,26,,,260000114,2653023,4,9,4,2,4,222.79169006,206.35100787,5480347,1622149,264,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,26,,,260000114,2653023,4,9,4,2,4,222.79169006,206.35100787,5480347,3129797,264,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,26,,,260000114,2653023,5,9,4,2,4,222.79169006,242.96457153,5480347,6577644,264,211,1.0,97000.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,2.0,1.0,1.0,180.0,,1.0,180.0,,8.0,8.0,,,,,,,,,,,,,,,,,,2.0,,
2021,4,26,,,260000114,2653023,5,9,4,2,4,222.79169006,242.96457153,5480347,5662824,264,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,26,,,260000114,2653023,6,9,4,2,4,222.79169006,366.87115362,5480347,8247898,264,206,6.0,1109.0,1.0,2.0,,,,,,,,2.0,,,1.0,1.0,,,2.0,2.0,,,,,,,,,2.0,1.0,1.0,100.0,,1.0,100.0,,45.0,45.0,,,,,,,,,,,,,,,,,,2.0,,
2021,4,26,,,260000114,2653023,6,9,4,2,4,222.79169006,366.87115362,5480347,8038648,264,107,6.0,1109.0,1.0,2.0,,,,,,,,2.0,,,1.0,1.0,,,2.0,2.0,,,,,,,,,2.0,1.0,1.0,100.0,,1.0,98.0,,45.0,45.0,,,,,,,,,,,,,,,,,,2.0,,
2021,4,26,,,260000114,2653023,7,9,4,2,4,222.79169006,316.51050495,5480347,8248697,264,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,26,,,260000114,2653023,7,9,4,2,4,222.79169006,316.51050495,5480347,9429823,264,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,26,,,260000114,2653023,7,9,4,2,4,222.79169006,316.51050495,5480347,5662824,264,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,26,,,260000114,2653023,7,9,4,2,4,222.79169006,316.51050495,5480347,7103695,264,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,26,,,260000114,2653023,7,9,4,2,4,222.79169006,316.51050495,5480347,7103695,264,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,26,,,260000114,2653023,8,9,4,2,4,222.79169006,206.323026,5480347,3470194,264,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,4,26,,,260000114,2653023,8,9,4,2,4,222.79169006,206.323026,5480347,5212301,264,213,1.0,97000.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,2.0,1.0,1.0,400.0,,1.0,400.0,,24.0,24.0,,,,,,,,,,,,,,,,,,1.0,,1.0
2021,4,26,,,260000114,2653023,9,9,4,2,4,222.79169006,271.92414818,5480347,8233433,264,209,6.0,48071.0,2.0,2.0,,,,,,,,2.0,,,1.0,1.0,,,2.0,3.0,,2.0,,,,,,,2.0,1.0,1.0,500.0,,1.0,500.0,,10.0,10.0,,,,,,,,,,,,,,,,,,2.0,,
