ano,trimestre,arquivo,ocupados_nao_ponderado,ocupados_ponderado,renda_total_ponderada
2023,1,PNADC_012023_organizado.csv,415,203399.53809199002,7802995091.976645
2023,2,PNADC_022023_organizado.csv,391,194877.93286852998,7225220078.182541
2023,3,PNADC_032023_organizado.csv,428,202839.99841663,7324420432.886664
2023,4,PNADC_042023_organizado.csv,444,214574.31229933002,7464477853.130229
