ano,trimestre,arquivo,ocupados_nao_ponderado,ocupados_ponderado,renda_total_ponderada
2020,1,PNADC_012020_organizado.csv,406,183673.3700287,6299592250.791787
2020,2,PNADC_022020_organizado.csv,238,143679.48853328,4574619535.978424
2020,3,PNADC_032020_organizado.csv,232,144425.34720554,4691648103.995544
2020,4,PNADC_042020_organizado.csv,247,153374.07955517,5186901709.371277
