Ano,Trimestre,UF,Capital,RM_RIDE,UPA,Estrato,V1008,V1014,V1016,V1022,V1023,V1027,V1028,V1029,V1033,posest,posest_sxi,V4012,V4013,V40132A,V4015,V40151,V401511,V401512,V4016,V40161,V40162,V40163,V4017,V40171,V401711,V4018,V40181,V40182,V40183,V4019,V4020,V4021,V4022,V4024,V4025,V4026,V4027,V4028,V4029,V4032,V4033,V40331,V403312,V403322,V4034,V403412,V403422,V4039,V4039C,V4043,V4044,V4045,V4046,V4048,V4050,V40501,V405012,V4051,V40511,V405112,V405122,V405912,V405922,V4062,V4062C,V4063,V4063A,V4064,V4064A
2020,4,26,,,260000114,2653023,1,8,5,2,4,548.04087591,654.093381,5458388,8048678,264,209,3.0,14001.0,2.0,2.0,,,,,,,,,,,1.0,2.0,,,,1.0,1.0,,,2.0,,,,2.0,2.0,1.0,1.0,350.0,,1.0,350.0,,30.0,30.0,,,,,,,,,,,,,,,,,,2.0,,
2020,4,26,,,260000114,2653023,1,8,5,2,4,548.04087591,654.093381,5458388,6540657,264,110,6.0,1109.0,1.0,2.0,,,,,,,,2.0,,,1.0,1.0,,,2.0,2.0,,,,,,,,,2.0,1.0,1.0,200.0,,1.0,200.0,,40.0,40.0,,,,,,,,,,,,,,,,,,2.0,,
2020,4,26,,,260000114,2653023,1,8,5,2,4,548.04087591,654.093381,5458388,9569345,264,104,3.0,14001.0,2.0,2.0,,,,,,,,,,,1.0,4.0,,,,1.0,1.0,,,2.0,,,,2.0,2.0,1.0,1.0,250.0,,1.0,250.0,,30.0,30.0,,,,,,,,,,,,,,,,,,2.0,,
2020,4,26,,,260000114,2653023,1,8,5,2,4,548.04087591,654.093381,5458388,5970879,264,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,,,260000114,2653023,6,8,5,2,4,548.04087591,501.66503714,5458388,1563287,264,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,,,260000114,2653023,6,8,5,2,4,548.04087591,501.66503714,5458388,3003352,264,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,,,260000114,2653023,6,8,5,2,4,548.04087591,501.66503714,5458388,5930556,264,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,,,260000114,2653023,7,8,5,2,4,548.04087591,553.87513394,5458388,7031802,264,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,,,260000114,2653023,7,8,5,2,4,548.04087591,553.87513394,5458388,8225247,264,108,3.0,96010.0,2.0,2.0,,,,,,,,,,,2.0,,8.0,,,1.0,1.0,,,2.0,,,,1.0,,1.0,1.0,1045.0,,1.0,1045.0,,44.0,44.0,,,,,,,,,,,,,,,,,,2.0,,
2020,4,26,,,260000114,2653023,8,8,5,2,4,548.04087591,1078.29635975,5458388,8134037,264,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,,,260000114,2653023,8,8,5,2,4,548.04087591,1078.29635975,5458388,8238743,264,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,,,260000114,2653023,8,8,5,2,4,548.04087591,1078.29635975,5458388,6925481,264,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,,,260000114,2653023,14,8,5,2,4,548.04087591,858.1405719,5458388,8240224,264,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,,,260000114,2653023,14,8,5,2,4,548.04087591,858.1405719,5458388,8225247,264,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,,,260000114,2653023,14,8,5,2,4,548.04087591,858.1405719,5458388,5697344,264,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,,,260000114,2653023,14,8,5,2,4,548.04087591,858.1405719,5458388,7451202,264,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,,,260000114,2653023,14,8,5,2,4,548.04087591,858.1405719,5458388,5970879,264,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,26.0,26.0,260000206,2610013,1,8,5,1,1,326.79789526,437.67323192,1584769,2418230,261,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,26.0,26.0,260000206,2610013,1,8,5,1,1,326.79789526,437.67323192,1584769,8238743,261,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,26.0,26.0,260000206,2610013,1,8,5,1,1,326.79789526,437.67323192,1584769,8238743,261,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,26.0,26.0,260000206,2610013,1,8,5,1,1,326.79789526,437.67323192,1584769,6540657,261,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,26.0,26.0,260000206,2610013,1,8,5,1,1,326.79789526,437.67323192,1584769,6925481,261,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,26.0,26.0,260000206,2610013,1,8,5,1,1,326.79789526,437.67323192,1584769,7261460,261,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,26.0,26.0,260000206,2610013,4,8,5,1,1,326.79789526,284.87258602,1584769,5930556,261,111,3.0,81012.0,2.0,2.0,,,,,,,,,,,1.0,5.0,,,,1.0,1.0,,,2.0,,,,1.0,,1.0,1.0,1400.0,,1.0,2100.0,,36.0,36.0,,,,,,,,,,,,,,,,,,1.0,,1.0
2020,4,26,26.0,26.0,260000206,2610013,4,8,5,1,1,326.79789526,284.87258602,1584769,6522410,261,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,26.0,26.0,260000206,2610013,4,8,5,1,1,326.79789526,284.87258602,1584769,8238743,261,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,26.0,26.0,260000206,2610013,4,8,5,1,1,326.79789526,284.87258602,1584769,3003352,261,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,26.0,26.0,260000206,2610013,6,8,5,1,1,326.79789526,256.59595495,1584769,7031802,261,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,26.0,26.0,260000206,2610013,6,8,5,1,1,326.79789526,256.59595495,1584769,5930556,261,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,26.0,26.0,260000206,2610013,7,8,5,1,1,326.79789526,577.15643077,1584769,8134037,261,106,3.0,48030.0,2.0,2.0,,,,,,,,,,,1.0,4.0,,,,1.0,1.0,,,2.0,,,,2.0,2.0,1.0,1.0,800.0,,1.0,800.0,,44.0,44.0,,,,,,,,,,,,,,,,,,2.0,,
2020,4,26,26.0,26.0,260000206,2610013,7,8,5,1,1,326.79789526,577.15643077,1584769,8238743,261,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,26.0,26.0,260000206,2610013,7,8,5,1,1,326.79789526,577.15643077,1584769,6925481,261,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,26.0,26.0,260000206,2610013,8,8,5,1,1,326.79789526,240.0265165,1584769,5061896,261,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,26.0,26.0,260000206,2610013,8,8,5,1,1,326.79789526,240.0265165,1584769,3363234,261,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,26.0,26.0,260000206,2610013,9,8,5,1,1,326.79789526,251.26128192,1584769,4382716,261,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,26.0,26.0,260000206,2610013,9,8,5,1,1,326.79789526,251.26128192,1584769,4018369,261,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,26.0,26.0,260000206,2610013,12,8,5,1,1,326.79789526,446.82084746,1584769,8240224,261,206,6.0,48071.0,2.0,2.0,,,,,,,,2.0,,,1.0,1.0,,,2.0,3.0,,4.0,,,,,,,2.0,1.0,1.0,300.0,,1.0,300.0,,15.0,15.0,,,,,,,,,,,,,,,,,,1.0,,1.0
2020,4,26,26.0,26.0,260000206,2610013,12,8,5,1,1,326.79789526,446.82084746,1584769,8102677,261,107,4.0,84013.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,2.0,2.0,1.0,1.0,1.0,2000.0,,1.0,2000.0,,40.0,50.0,,,,,,,,,,,,,,,,,,2.0,,
2020,4,26,26.0,26.0,260000206,2610013,12,8,5,1,1,326.79789526,446.82084746,1584769,7097491,261,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,26,26.0,26.0,260000206,2610013,12,8,5,1,1,326.79789526,446.82084746,1584769,7451202,261,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
